# Max laser power, a little lower laser power, a little more lower laser power
# TIME, CH1, TIME, CH1, TIME, CH1
3.60E-05, 0.2, 3.60E-05, 0, 3.60E-05, 0.2
3.60E-05, 0, 3.60E-05, 0.6, 3.60E-05, 0.2
3.60E-05, 0.2, 3.60E-05, 0, 3.60E-05, 0
3.60E-05, 0, 3.60E-05, 0, 3.60E-05, 0.2
3.60E-05, 0, 3.60E-05, 0.2, 3.60E-05, 0
3.61E-05, 0.2, 3.61E-05, 0, 3.61E-05, 0.4
3.61E-05, 0, 3.61E-05, 0.2, 3.61E-05, 0.2
3.61E-05, 0.2, 3.61E-05, 0.2, 3.61E-05, -0.2
3.61E-05, 0, 3.61E-05, 0.2, 3.61E-05, 0
3.61E-05, -0.2, 3.61E-05, 0.2, 3.61E-05, 0.4
3.62E-05, 0, 3.62E-05, 0.4, 3.62E-05, 0.6
3.62E-05, 0, 3.62E-05, 0.2, 3.62E-05, 4.4
3.62E-05, 0, 3.62E-05, 0, 3.62E-05, 4.6
3.62E-05, 0, 3.62E-05, 0, 3.62E-05, 0.4
3.62E-05, 0.4, 3.62E-05, 0, 3.62E-05, 0
3.63E-05, 0, 3.63E-05, 0.4, 3.63E-05, 0.4
3.63E-05, 0.4, 3.63E-05, 0, 3.63E-05, 0.2
3.63E-05, 0, 3.63E-05, 0.2, 3.63E-05, 0.2
3.63E-05, 0.4, 3.63E-05, 0, 3.63E-05, 0
3.63E-05, 0, 3.63E-05, 0.2, 3.63E-05, -0.2
3.64E-05, -0.2, 3.64E-05, 0.2, 3.64E-05, 0.2
3.64E-05, 0.4, 3.64E-05, 0.2, 3.64E-05, -0.2
3.64E-05, 0.2, 3.64E-05, 0.2, 3.64E-05, 0.2
3.64E-05, -0.2, 3.64E-05, 0, 3.64E-05, 0.2
3.64E-05, 0, 3.64E-05, 0, 3.64E-05, 0.2
3.65E-05, 0, 3.65E-05, 0.2, 3.65E-05, -0.2
3.65E-05, 0.2, 3.65E-05, 0, 3.65E-05, 0.2
3.65E-05, 0, 3.65E-05, 0.2, 3.65E-05, 0.4
3.65E-05, 0, 3.65E-05, 0.4, 3.65E-05, 0
3.65E-05, 0.2, 3.65E-05, 0, 3.65E-05, -0.2
3.66E-05, 0, 3.66E-05, 0.2, 3.66E-05, 0
3.66E-05, 0.4, 3.66E-05, 0.2, 3.66E-05, 0
3.66E-05, 0.2, 3.66E-05, 0, 3.66E-05, 0
3.66E-05, 0.4, 3.66E-05, 0, 3.66E-05, 0
3.66E-05, -0.2, 3.66E-05, 0.4, 3.66E-05, 0.2
3.67E-05, 0, 3.67E-05, 0.4, 3.67E-05, 0
3.67E-05, 0, 3.67E-05, 0.4, 3.67E-05, 0.2
3.67E-05, 0, 3.67E-05, 0.2, 3.67E-05, -0.4
3.67E-05, 0.2, 3.67E-05, 0.2, 3.67E-05, 0.2
3.67E-05, 0.2, 3.67E-05, 0.2, 3.67E-05, 0
3.68E-05, -0.2, 3.68E-05, 0.4, 3.68E-05, -0.2
3.68E-05, 0.2, 3.68E-05, 0, 3.68E-05, 0.2
3.68E-05, 0.4, 3.68E-05, 0.2, 3.68E-05, 0
3.68E-05, -0.2, 3.68E-05, 0.2, 3.68E-05, 0.4
3.68E-05, 0.2, 3.68E-05, -0.2, 3.68E-05, 0.4
3.69E-05, -0.2, 3.69E-05, 0.2, 3.69E-05, 0
3.69E-05, 0.4, 3.69E-05, 0.2, 3.69E-05, 0
3.69E-05, 0.2, 3.69E-05, -0.2, 3.69E-05, -0.2
3.69E-05, 0, 3.69E-05, -0.2, 3.69E-05, 0.2
3.69E-05, 0.4, 3.69E-05, 0.6, 3.69E-05, 0
3.70E-05, 0.2, 3.70E-05, 0, 3.70E-05, 0
3.70E-05, 0.2, 3.70E-05, 0, 3.70E-05, 0
3.70E-05, 0, 3.70E-05, 0.2, 3.70E-05, -0.2
3.70E-05, 0.2, 3.70E-05, 0.2, 3.70E-05, 0.4
3.70E-05, 0.2, 3.70E-05, 0.2, 3.70E-05, 0.2
3.71E-05, 0, 3.71E-05, 0.2, 3.71E-05, 0.2
3.71E-05, 0, 3.71E-05, 0.2, 3.71E-05, 0
3.71E-05, 0.2, 3.71E-05, -0.2, 3.71E-05, 0
3.71E-05, 0.2, 3.71E-05, 0, 3.71E-05, 0.2
3.71E-05, 0.2, 3.71E-05, 0.2, 3.71E-05, 0.2
3.72E-05, 0.4, 3.72E-05, -0.2, 3.72E-05, 0.2
3.72E-05, 0.2, 3.72E-05, 0, 3.72E-05, 0
3.72E-05, 0.4, 3.72E-05, 0, 3.72E-05, 0.2
3.72E-05, 0.2, 3.72E-05, 0.2, 3.72E-05, 0.2
3.72E-05, -0.2, 3.72E-05, 0, 3.72E-05, 0
3.73E-05, 0, 3.73E-05, 0, 3.73E-05, 0.2
3.73E-05, 0.2, 3.73E-05, 0.2, 3.73E-05, 0
3.73E-05, 0, 3.73E-05, 0.2, 3.73E-05, 0
3.73E-05, 0.4, 3.73E-05, 0, 3.73E-05, 0.2
3.73E-05, 0.2, 3.73E-05, 0.2, 3.73E-05, 0
3.74E-05, 0.4, 3.74E-05, 0.6, 3.74E-05, 0.2
3.74E-05, 0, 3.74E-05, 0.2, 3.74E-05, 0.2
3.74E-05, 0, 3.74E-05, 0, 3.74E-05, 0
3.74E-05, 0, 3.74E-05, 0, 3.74E-05, 0.2
3.74E-05, 0.4, 3.74E-05, 0.2, 3.74E-05, 0.2
3.75E-05, -0.2, 3.75E-05, -0.2, 3.75E-05, 0.2
3.75E-05, 0.2, 3.75E-05, 0.2, 3.75E-05, -0.2
3.75E-05, 0.2, 3.75E-05, 0.2, 3.75E-05, -0.2
3.75E-05, 0, 3.75E-05, 0.4, 3.75E-05, 0.2
3.75E-05, 0.2, 3.75E-05, -0.2, 3.75E-05, 0.2
3.76E-05, -0.2, 3.76E-05, 0.4, 3.76E-05, 0.2
3.76E-05, 0.2, 3.76E-05, 0.2, 3.76E-05, 0.2
3.76E-05, 0, 3.76E-05, 0.2, 3.76E-05, 0.2
3.76E-05, 0, 3.76E-05, 0, 3.76E-05, 0.2
3.76E-05, 0, 3.76E-05, 0.4, 3.76E-05, 0.2
3.77E-05, -0.2, 3.77E-05, 0.2, 3.77E-05, 0.2
3.77E-05, 0.2, 3.77E-05, -0.4, 3.77E-05, 0.2
3.77E-05, 0.4, 3.77E-05, 0.4, 3.77E-05, 0
3.77E-05, 0, 3.77E-05, 0, 3.77E-05, 0
3.77E-05, 0, 3.77E-05, 0.2, 3.77E-05, -0.2
3.78E-05, 0, 3.78E-05, 0, 3.78E-05, 0
3.78E-05, 0.2, 3.78E-05, 0, 3.78E-05, 0
3.78E-05, 0.2, 3.78E-05, 0.2, 3.78E-05, 0
3.78E-05, 0.2, 3.78E-05, 0, 3.78E-05, 0.4
3.78E-05, 0, 3.78E-05, 0.2, 3.78E-05, 0.2
3.79E-05, 0.2, 3.79E-05, 0.4, 3.79E-05, 0.2
3.79E-05, 0, 3.79E-05, 0.2, 3.79E-05, 0.2
3.79E-05, 0.2, 3.79E-05, 0, 3.79E-05, 0
3.79E-05, 0.2, 3.79E-05, 0.4, 3.79E-05, 0.4
3.79E-05, 0, 3.79E-05, -0.2, 3.79E-05, 0.2
3.80E-05, 0, 3.80E-05, 0.2, 3.80E-05, 0
3.80E-05, 0, 3.80E-05, 0.2, 3.80E-05, 0
3.80E-05, 0.2, 3.80E-05, 0.4, 3.80E-05, 0.2
3.80E-05, 0.4, 3.80E-05, 0.4, 3.80E-05, 0.2
3.80E-05, 0.2, 3.80E-05, 0.4, 3.80E-05, 0
3.81E-05, 0.4, 3.81E-05, 0, 3.81E-05, 0.2
3.81E-05, 0.2, 3.81E-05, 0, 3.81E-05, 0.4
3.81E-05, 0.2, 3.81E-05, 0.2, 3.81E-05, 0.2
3.81E-05, 0.2, 3.81E-05, -0.2, 3.81E-05, 0.2
3.81E-05, 0.2, 3.81E-05, 0, 3.81E-05, 0.2
3.82E-05, 0, 3.82E-05, 0, 3.82E-05, 0
3.82E-05, 0.4, 3.82E-05, 0.2, 3.82E-05, 0
3.82E-05, 0.4, 3.82E-05, 0.2, 3.82E-05, 0
3.82E-05, 0, 3.82E-05, 0.2, 3.82E-05, 0.2
3.82E-05, 0, 3.82E-05, 0.4, 3.82E-05, 0
3.83E-05, 0.6, 3.83E-05, 0.2, 3.83E-05, 0
3.83E-05, 0, 3.83E-05, -0.2, 3.83E-05, 0.2
3.83E-05, 0.6, 3.83E-05, 0, 3.83E-05, 0.6
3.83E-05, 0.2, 3.83E-05, 0.6, 3.83E-05, 0
3.83E-05, 0.2, 3.83E-05, 0.2, 3.83E-05, 0.4
3.84E-05, 0.4, 3.84E-05, 0, 3.84E-05, 0.2
3.84E-05, 0.2, 3.84E-05, 0.2, 3.84E-05, 0.2
3.84E-05, 0.4, 3.84E-05, 0, 3.84E-05, 0.4
3.84E-05, 0, 3.84E-05, 0, 3.84E-05, 0
3.84E-05, 0.4, 3.84E-05, 0.2, 3.84E-05, 0.2
3.85E-05, 0, 3.85E-05, 0.2, 3.85E-05, 0.2
3.85E-05, 0.2, 3.85E-05, 0.4, 3.85E-05, 0
3.85E-05, 0.2, 3.85E-05, 0.2, 3.85E-05, 0.2
3.85E-05, 0.2, 3.85E-05, 0, 3.85E-05, 0
3.85E-05, 0.2, 3.85E-05, 0.2, 3.85E-05, 0
3.86E-05, 0.2, 3.86E-05, -0.2, 3.86E-05, 0
3.86E-05, -0.2, 3.86E-05, 0, 3.86E-05, 0.4
3.86E-05, 0.2, 3.86E-05, 0, 3.86E-05, -0.2
3.86E-05, 0, 3.86E-05, 0.4, 3.86E-05, 0.2
3.86E-05, -0.2, 3.86E-05, 0.2, 3.86E-05, 0.2
3.87E-05, 0, 3.87E-05, 0, 3.87E-05, 0.2
3.87E-05, 0.2, 3.87E-05, 0.4, 3.87E-05, 0.4
3.87E-05, 0.2, 3.87E-05, 0.2, 3.87E-05, 0.4
3.87E-05, 0, 3.87E-05, 0.2, 3.87E-05, 0.6
3.87E-05, 0.2, 3.87E-05, 0.4, 3.87E-05, 0
3.88E-05, 0.2, 3.88E-05, 0.2, 3.88E-05, 0
3.88E-05, -0.2, 3.88E-05, 0.4, 3.88E-05, 0.4
3.88E-05, 0, 3.88E-05, 0.4, 3.88E-05, 0.4
3.88E-05, 0.2, 3.88E-05, 0.2, 3.88E-05, 0.2
3.88E-05, 0.2, 3.88E-05, 0.2, 3.88E-05, 0.2
3.89E-05, 0, 3.89E-05, 0.4, 3.89E-05, 0.4
3.89E-05, 0.2, 3.89E-05, 0, 3.89E-05, 0
3.89E-05, 0.2, 3.89E-05, 0, 3.89E-05, -0.2
3.89E-05, 0.2, 3.89E-05, 0, 3.89E-05, 0.4
3.89E-05, 0.4, 3.89E-05, 0.2, 3.89E-05, 0.4
3.90E-05, 0.2, 3.90E-05, 0, 3.90E-05, 0.4
3.90E-05, 0.2, 3.90E-05, 0.2, 3.90E-05, 0
3.90E-05, 0, 3.90E-05, 0, 3.90E-05, 0.2
3.90E-05, 0.2, 3.90E-05, 0.2, 3.90E-05, 0
3.90E-05, 0.2, 3.90E-05, 0.2, 3.90E-05, -0.2
3.91E-05, 0.2, 3.91E-05, 0.2, 3.91E-05, 0.2
3.91E-05, 0, 3.91E-05, 0.4, 3.91E-05, 0
3.91E-05, 0, 3.91E-05, 0, 3.91E-05, 0.2
3.91E-05, 0, 3.91E-05, 0, 3.91E-05, 0.4
3.91E-05, 0.4, 3.91E-05, 0, 3.91E-05, 0.4
3.92E-05, 0, 3.92E-05, 0.4, 3.92E-05, -0.2
3.92E-05, 0.2, 3.92E-05, 0.2, 3.92E-05, 0.2
3.92E-05, 0.2, 3.92E-05, 0.4, 3.92E-05, 0.2
3.92E-05, 0.2, 3.92E-05, 0.2, 3.92E-05, 0
3.92E-05, 0, 3.92E-05, 0.2, 3.92E-05, -0.2
3.93E-05, -0.2, 3.93E-05, 0.2, 3.93E-05, 0.2
3.93E-05, 0, 3.93E-05, 0, 3.93E-05, 0.2
3.93E-05, -0.2, 3.93E-05, 0, 3.93E-05, 0.2
3.93E-05, 0.2, 3.93E-05, 0, 3.93E-05, 0
3.93E-05, 0, 3.93E-05, 0.2, 3.93E-05, 0
3.94E-05, 0.2, 3.94E-05, 0, 3.94E-05, 0
3.94E-05, 0.4, 3.94E-05, 0, 3.94E-05, 0.4
3.94E-05, 0.4, 3.94E-05, 0.6, 3.94E-05, -0.2
3.94E-05, 0, 3.94E-05, 0.2, 3.94E-05, 0.2
3.94E-05, -0.2, 3.94E-05, 0, 3.94E-05, 0.4
3.95E-05, 0.4, 3.95E-05, 0.2, 3.95E-05, 0
3.95E-05, 0.2, 3.95E-05, 0.2, 3.95E-05, 0.2
3.95E-05, 0, 3.95E-05, 0.4, 3.95E-05, 0.2
3.95E-05, 0, 3.95E-05, 0.4, 3.95E-05, 0
3.95E-05, 0.4, 3.95E-05, -0.2, 3.95E-05, 0
3.96E-05, 0.2, 3.96E-05, 0.2, 3.96E-05, 0
3.96E-05, 0.2, 3.96E-05, 0.2, 3.96E-05, 0
3.96E-05, 0.2, 3.96E-05, 0, 3.96E-05, 0.2
3.96E-05, 0.4, 3.96E-05, 0, 3.96E-05, -0.2
3.96E-05, -0.2, 3.96E-05, 0.4, 3.96E-05, 0
3.97E-05, 0.4, 3.97E-05, -0.2, 3.97E-05, 0
3.97E-05, 0.2, 3.97E-05, 0.2, 3.97E-05, 0.2
3.97E-05, -0.2, 3.97E-05, 0, 3.97E-05, 0.4
3.97E-05, 0, 3.97E-05, -0.2, 3.97E-05, 0
3.97E-05, 0, 3.97E-05, 0.2, 3.97E-05, 0.2
3.98E-05, 0, 3.98E-05, 0.4, 3.98E-05, 0.2
3.98E-05, 0.2, 3.98E-05, 0, 3.98E-05, 0
3.98E-05, 0, 3.98E-05, 0, 3.98E-05, 0
3.98E-05, 0.2, 3.98E-05, 0.4, 3.98E-05, 0
3.98E-05, -0.4, 3.98E-05, 0.2, 3.98E-05, 0.2
3.99E-05, 0, 3.99E-05, 0.2, 3.99E-05, 0
3.99E-05, -0.2, 3.99E-05, 0.4, 3.99E-05, 0.2
3.99E-05, 0, 3.99E-05, 0, 3.99E-05, 0.2
3.99E-05, 0.2, 3.99E-05, 0, 3.99E-05, 0.2
3.99E-05, 0.2, 3.99E-05, 0.4, 3.99E-05, 0
4.00E-05, 0.4, 4.00E-05, 0.4, 4.00E-05, 0.4
4.00E-05, 0.4, 4.00E-05, 0.2, 4.00E-05, 0
4.00E-05, 0, 4.00E-05, -0.2, 4.00E-05, 0
4.00E-05, 0, 4.00E-05, -0.2, 4.00E-05, 0
4.00E-05, 0, 4.00E-05, 0.4, 4.00E-05, 0
4.01E-05, 0.2, 4.01E-05, 0, 4.01E-05, 0
4.01E-05, 0, 4.01E-05, -0.2, 4.01E-05, 0
4.01E-05, 0, 4.01E-05, 0.2, 4.01E-05, 0
4.01E-05, 0, 4.01E-05, 0.2, 4.01E-05, 0.4
4.01E-05, -0.2, 4.01E-05, 0, 4.01E-05, -0.2
4.02E-05, 0, 4.02E-05, 0.2, 4.02E-05, -0.2
4.02E-05, 0.4, 4.02E-05, 0, 4.02E-05, 0.2
4.02E-05, 0.2, 4.02E-05, 0.4, 4.02E-05, 0
4.02E-05, -0.2, 4.02E-05, 0, 4.02E-05, 0.2
4.02E-05, -0.2, 4.02E-05, 0.2, 4.02E-05, 0
4.03E-05, 0.2, 4.03E-05, -0.2, 4.03E-05, 0.4
4.03E-05, -0.2, 4.03E-05, 0, 4.03E-05, 0.4
4.03E-05, 0.2, 4.03E-05, 0.4, 4.03E-05, 0
4.03E-05, 0.2, 4.03E-05, 0.4, 4.03E-05, 0.4
4.03E-05, 0.4, 4.03E-05, 0.4, 4.03E-05, 0.2
4.04E-05, 0, 4.04E-05, 0.4, 4.04E-05, 0.2
4.04E-05, 0, 4.04E-05, -0.4, 4.04E-05, 0.2
4.04E-05, 0.2, 4.04E-05, -0.2, 4.04E-05, 0.2
4.04E-05, 4, 4.04E-05, 0.2, 4.04E-05, 0
4.04E-05, 4.2, 4.04E-05, 0.2, 4.04E-05, 0.2
4.05E-05, 0.6, 4.05E-05, 0.2, 4.05E-05, 0.4
4.05E-05, -0.2, 4.05E-05, 0.6, 4.05E-05, 0.2
4.05E-05, 0.2, 4.05E-05, 0.2, 4.05E-05, 0.2
4.05E-05, 0.2, 4.05E-05, 0.2, 4.05E-05, 0.2
4.05E-05, 0.2, 4.05E-05, 0.2, 4.05E-05, 0
4.06E-05, 0.2, 4.06E-05, 0.2, 4.06E-05, 0.2
4.06E-05, 0.4, 4.06E-05, 0.2, 4.06E-05, 0.6
4.06E-05, 0, 4.06E-05, 0.4, 4.06E-05, 0
4.06E-05, 0, 4.06E-05, 0.2, 4.06E-05, 0.4
4.06E-05, 0.2, 4.06E-05, 0.2, 4.06E-05, 0.2
4.07E-05, 0.2, 4.07E-05, 0.2, 4.07E-05, 0
4.07E-05, 0.4, 4.07E-05, 0, 4.07E-05, 0.4
4.07E-05, 0.2, 4.07E-05, 0.4, 4.07E-05, 0.2
4.07E-05, 0, 4.07E-05, 0.2, 4.07E-05, 0
4.07E-05, 0.2, 4.07E-05, 0.2, 4.07E-05, 0.2
4.08E-05, 0, 4.08E-05, 0.2, 4.08E-05, 0
4.08E-05, 0, 4.08E-05, 0, 4.08E-05, 0.2
4.08E-05, 0, 4.08E-05, -0.2, 4.08E-05, 0
4.08E-05, 0.2, 4.08E-05, -0.2, 4.08E-05, 0.2
4.08E-05, 0.2, 4.08E-05, 0.2, 4.08E-05, 0.2
4.09E-05, 0, 4.09E-05, 0, 4.09E-05, 0
4.09E-05, 0, 4.09E-05, 0, 4.09E-05, 0.2
4.09E-05, 0.2, 4.09E-05, 0.4, 4.09E-05, 0
4.09E-05, 0, 4.09E-05, 0.4, 4.09E-05, 0.2
4.09E-05, 0.2, 4.09E-05, 0, 4.09E-05, 0.2
4.10E-05, 0.2, 4.10E-05, 0.2, 4.10E-05, 0.4
4.10E-05, 0, 4.10E-05, 0, 4.10E-05, 0.4
4.10E-05, -0.2, 4.10E-05, 0.2, 4.10E-05, 0.2
4.10E-05, 0.2, 4.10E-05, 0, 4.10E-05, 0
4.10E-05, 0.2, 4.10E-05, 0, 4.10E-05, 0.2
4.11E-05, 0.2, 4.11E-05, 0, 4.11E-05, 0
4.11E-05, 0.2, 4.11E-05, 0.4, 4.11E-05, 0
4.11E-05, 0.2, 4.11E-05, 0.2, 4.11E-05, 0.4
4.11E-05, 0.6, 4.11E-05, 0.2, 4.11E-05, 0.4
4.11E-05, 0.2, 4.11E-05, 0.2, 4.11E-05, 0.2
4.12E-05, -0.2, 4.12E-05, -0.2, 4.12E-05, 0
4.12E-05, 0.2, 4.12E-05, 0, 4.12E-05, 0
4.12E-05, -0.2, 4.12E-05, 0, 4.12E-05, 0.2
4.12E-05, 0.6, 4.12E-05, 0, 4.12E-05, 0
4.12E-05, -0.2, 4.12E-05, 0, 4.12E-05, 0.2
4.13E-05, 0.2, 4.13E-05, 0, 4.13E-05, 0
4.13E-05, 0, 4.13E-05, 0, 4.13E-05, 0.2
4.13E-05, 0.4, 4.13E-05, 0.2, 4.13E-05, 0.4
4.13E-05, 0, 4.13E-05, -0.2, 4.13E-05, 0
4.13E-05, 0, 4.13E-05, 0, 4.13E-05, 0.2
4.14E-05, 0, 4.14E-05, -0.2, 4.14E-05, 0.2
4.14E-05, 0.2, 4.14E-05, 0, 4.14E-05, 0.2
4.14E-05, 0.2, 4.14E-05, 0.2, 4.14E-05, 0
4.14E-05, 0.2, 4.14E-05, 0.2, 4.14E-05, 0.2
4.14E-05, 0, 4.14E-05, 0, 4.14E-05, 0.4
4.15E-05, 0.2, 4.15E-05, 0.2, 4.15E-05, 0.2
4.15E-05, 0, 4.15E-05, 4, 4.15E-05, 0.2
4.15E-05, 0.4, 4.15E-05, 4.2, 4.15E-05, 0.2
4.15E-05, -0.4, 4.15E-05, -0.2, 4.15E-05, 0
4.15E-05, 0, 4.15E-05, 0.6, 4.15E-05, 0
4.16E-05, 0, 4.16E-05, 0, 4.16E-05, 0
4.16E-05, 0.2, 4.16E-05, 0.2, 4.16E-05, 0
4.16E-05, 0.2, 4.16E-05, 0.2, 4.16E-05, 0
4.16E-05, 0, 4.16E-05, 0, 4.16E-05, 0
4.16E-05, 0, 4.16E-05, -0.2, 4.16E-05, 0.4
4.17E-05, 0, 4.17E-05, 0.2, 4.17E-05, 0.2
4.17E-05, 0.2, 4.17E-05, 0.2, 4.17E-05, 0
4.17E-05, 0.2, 4.17E-05, 0, 4.17E-05, 0
4.17E-05, 0.2, 4.17E-05, 0.2, 4.17E-05, 0.2
4.17E-05, 0, 4.17E-05, 0.6, 4.17E-05, 0
4.18E-05, 0.2, 4.18E-05, -0.2, 4.18E-05, 0
4.18E-05, 0.2, 4.18E-05, 0, 4.18E-05, 0.4
4.18E-05, 0.2, 4.18E-05, 0, 4.18E-05, -0.2
4.18E-05, 0.4, 4.18E-05, 0.2, 4.18E-05, 0.2
4.18E-05, -0.2, 4.18E-05, 0.2, 4.18E-05, 0
4.19E-05, -0.2, 4.19E-05, 0.2, 4.19E-05, 0
4.19E-05, 0, 4.19E-05, 0.2, 4.19E-05, 0.2
4.19E-05, 0.4, 4.19E-05, 0, 4.19E-05, 0.2
4.19E-05, 0, 4.19E-05, 0.4, 4.19E-05, 0.2
4.19E-05, 0.2, 4.19E-05, 0.4, 4.19E-05, 0.2
4.20E-05, 0.6, 4.20E-05, 0, 4.20E-05, 0
4.20E-05, 0, 4.20E-05, 0.2, 4.20E-05, -0.2
4.20E-05, 0, 4.20E-05, 0, 4.20E-05, 0.2
4.20E-05, 0.2, 4.20E-05, 0.2, 4.20E-05, 0.2
4.20E-05, 0, 4.20E-05, 0.2, 4.20E-05, -0.2
4.21E-05, 0, 4.21E-05, -0.2, 4.21E-05, 0.4
4.21E-05, 0, 4.21E-05, 0.2, 4.21E-05, 0.2
4.21E-05, 0.6, 4.21E-05, 0.2, 4.21E-05, 0
4.21E-05, 0.2, 4.21E-05, 0, 4.21E-05, 0
4.21E-05, 0.2, 4.21E-05, 0.2, 4.21E-05, 0
4.22E-05, 0.2, 4.22E-05, 0, 4.22E-05, 0.2
4.22E-05, 0.2, 4.22E-05, 0.2, 4.22E-05, 0.2
4.22E-05, 0, 4.22E-05, 0.2, 4.22E-05, 0
4.22E-05, 0.6, 4.22E-05, 0.2, 4.22E-05, 0.2
4.22E-05, 0.2, 4.22E-05, 0.2, 4.22E-05, 0
4.23E-05, 0, 4.23E-05, 0, 4.23E-05, 0
4.23E-05, -0.2, 4.23E-05, 0.4, 4.23E-05, -0.2
4.23E-05, 0.4, 4.23E-05, 0, 4.23E-05, 0.2
4.23E-05, 0.2, 4.23E-05, 0.2, 4.23E-05, 0.2
4.23E-05, 0.2, 4.23E-05, 0.4, 4.23E-05, 0
4.24E-05, 0.2, 4.24E-05, 0.4, 4.24E-05, 0
4.24E-05, 0.4, 4.24E-05, 0.2, 4.24E-05, 0.4
4.24E-05, 0, 4.24E-05, 0.4, 4.24E-05, 0.2
4.24E-05, 0.2, 4.24E-05, 0, 4.24E-05, -0.2
4.24E-05, -0.2, 4.24E-05, 0, 4.24E-05, 0
4.25E-05, 0.2, 4.25E-05, 0, 4.25E-05, 0.2
4.25E-05, 0.2, 4.25E-05, 0.2, 4.25E-05, 0.2
4.25E-05, 0, 4.25E-05, 0, 4.25E-05, 0.4
4.25E-05, 0.2, 4.25E-05, 0.2, 4.25E-05, 0.4
4.25E-05, -0.2, 4.25E-05, 0.2, 4.25E-05, -0.2
4.26E-05, 0.2, 4.26E-05, 0.2, 4.26E-05, 0.4
4.26E-05, 0, 4.26E-05, 0.2, 4.26E-05, 0
4.26E-05, 0.2, 4.26E-05, -0.2, 4.26E-05, -0.2
4.26E-05, 0.2, 4.26E-05, -0.2, 4.26E-05, 0.6
4.26E-05, 0.2, 4.26E-05, 0, 4.26E-05, 0.2
4.27E-05, 0, 4.27E-05, -0.2, 4.27E-05, 0.4
4.27E-05, 0.2, 4.27E-05, 0, 4.27E-05, 0.2
4.27E-05, 0, 4.27E-05, 0.4, 4.27E-05, -0.2
4.27E-05, 0, 4.27E-05, 0, 4.27E-05, 0
4.27E-05, 0.2, 4.27E-05, 0.2, 4.27E-05, 0.2
4.28E-05, 0.2, 4.28E-05, 0.2, 4.28E-05, 0.4
4.28E-05, 0, 4.28E-05, 0, 4.28E-05, 0
4.28E-05, 0.2, 4.28E-05, 0.2, 4.28E-05, -0.2
4.28E-05, 0, 4.28E-05, 0, 4.28E-05, 0
4.28E-05, 0.2, 4.28E-05, 0, 4.28E-05, 0.2
4.29E-05, 0.4, 4.29E-05, 0.2, 4.29E-05, 0
4.29E-05, 0, 4.29E-05, 0, 4.29E-05, -0.2
4.29E-05, 0.4, 4.29E-05, 0.2, 4.29E-05, 0
4.29E-05, 0.2, 4.29E-05, 0.2, 4.29E-05, 0.2
4.29E-05, 0.2, 4.29E-05, 0, 4.29E-05, 0
4.30E-05, 0.4, 4.30E-05, 0.4, 4.30E-05, 0
4.30E-05, -0.2, 4.30E-05, 0, 4.30E-05, 0
4.30E-05, 0.2, 4.30E-05, 0.2, 4.30E-05, 0
4.30E-05, 0.4, 4.30E-05, 0.4, 4.30E-05, 0.6
4.30E-05, 0.2, 4.30E-05, 0.2, 4.30E-05, 0.2
4.31E-05, 0, 4.31E-05, 0.4, 4.31E-05, 0.2
4.31E-05, 0.2, 4.31E-05, 0, 4.31E-05, 0
4.31E-05, 0, 4.31E-05, 0, 4.31E-05, 0.2
4.31E-05, 0.4, 4.31E-05, 0.4, 4.31E-05, 0.2
4.31E-05, 0, 4.31E-05, 0.4, 4.31E-05, 0
4.32E-05, 0.2, 4.32E-05, 0, 4.32E-05, 0.2
4.32E-05, 0, 4.32E-05, 0.2, 4.32E-05, 0.2
4.32E-05, 0, 4.32E-05, 0.2, 4.32E-05, 0.2
4.32E-05, 0, 4.32E-05, 0, 4.32E-05, 0.4
4.32E-05, 0.2, 4.32E-05, 0.4, 4.32E-05, 0
4.33E-05, -0.2, 4.33E-05, 0.2, 4.33E-05, 0.2
4.33E-05, 0, 4.33E-05, 0.2, 4.33E-05, 0.4
4.33E-05, 0, 4.33E-05, 0.2, 4.33E-05, 0.2
4.33E-05, -0.2, 4.33E-05, 0.4, 4.33E-05, 0.2
4.33E-05, 0, 4.33E-05, 0.4, 4.33E-05, 0.2
4.34E-05, 0.4, 4.34E-05, 0.2, 4.34E-05, 0.2
4.34E-05, -0.2, 4.34E-05, 0, 4.34E-05, 0.2
4.34E-05, 0, 4.34E-05, 0, 4.34E-05, 0.2
4.34E-05, 0, 4.34E-05, 0.2, 4.34E-05, 0
4.34E-05, 0.2, 4.34E-05, 0, 4.34E-05, 0.4
4.35E-05, 0, 4.35E-05, 0.2, 4.35E-05, 0.4
4.35E-05, -0.2, 4.35E-05, -0.2, 4.35E-05, 0.2
4.35E-05, 0.2, 4.35E-05, -0.2, 4.35E-05, 0.2
4.35E-05, 0.2, 4.35E-05, 0.2, 4.35E-05, 0
4.35E-05, 0, 4.35E-05, 0.4, 4.35E-05, -0.2
4.36E-05, 0, 4.36E-05, 0.4, 4.36E-05, 0.2
4.36E-05, 0, 4.36E-05, 0, 4.36E-05, 0.2
4.36E-05, 0.2, 4.36E-05, 0.2, 4.36E-05, 0
4.36E-05, 0.4, 4.36E-05, 0.2, 4.36E-05, 0
4.36E-05, 0, 4.36E-05, 0.2, 4.36E-05, -0.4
4.37E-05, 0, 4.37E-05, 0, 4.37E-05, 0.2
4.37E-05, 0, 4.37E-05, 0, 4.37E-05, 0.2
4.37E-05, 0, 4.37E-05, -0.2, 4.37E-05, 0.2
